step,value
292,2011.3
293,2050.2
294,2021.4
295,1978.0
296,2008.6
297,1963.6
298,1986.3
299,2042.2
300,2048.4
301,2059.0
302,2026.4
303,1949.9
304,2022.7
305,2044.5
306,2055.9
307,1944.1
308,1855.2
309,1816.2
310,1864.9
311,1774.8
312,1817.6
313,1855.9
314,1949.2
315,1926.2
316,1881.6
317,1840.9
318,1816.9
319,1895.6
320,1882.3
321,1841.3
322,1850.8
323,1872.2
324,1864.3
325,1827.5
326,1870.7
327,1819.5
328,1817.9
329,1792.9
330,1821.1
331,1856.4
332,1836.9
333,1856.5
334,1846.1
335,1725.9
336,1674.5
337,1745.5
338,1746.8
339,1800.1
340,1777.7
341,1755.3
342,1789.2
343,1773.4
344,1769.8
345,1796.3
346,1795.1
347,1777.3
348,1832.0
349,1850.1
350,1848.7
351,1818.9
352,1798.7
353,1777.9
354,1780.5
355,1687.1
356,1665.1
357,1652.8
358,1656.9
359,1675.8
360,1728.1
361,1712.7
362,1701.9
363,1679.7
364,1631.5
365,1706.6
366,1647.5
367,1684.2
368,1681.2
369,1661.3
370,1614.3
371,1544.4
372,1550.3
373,1547.7
374,1529.7
375,1535.4
376,1557.3
377,1543.4
378,1540.5
379,1514.8
380,1537.2
381,1510.7
382,1511.1
383,1483.9
384,1497.0
385,1594.5
386,1588.0
387,1650.7
388,1729.0
389,1779.0
390,1765.7
391,1875.4
392,1841.9
393,1845.1
394,1876.6
395,1854.2
396,1862.3
397,1886.4
398,1803.0
399,1828.1
400,1824.5
401,1869.4
402,1882.5
403,1962.1
404,1959.2
405,1977.4
406,2038.3
407,2069.8
408,2119.8
409,2024.3
410,2015.6
411,1992.5
412,1912.2
413,1946.3
414,1973.4
415,2016.4
416,2006.8
417,1968.9
418,1948.3
419,2016.2
420,2014.8
421,2035.0
422,2064.6
423,2182.1
424,2194.5
425,2084.7
426,2142.2
427,2063.3
428,2069.4
429,2044.3
430,2108.8
431,2154.6
432,2124.0
433,2135.8
434,2050.3
435,2018.2
436,2023.9
437,1982.1
438,1953.9
439,2068.1
440,2062.4
441,2164.4
442,2182.6
443,2274.6
444,2256.4
445,2246.5
446,2276.6
447,2271.3
448,2360.8
449,2302.1
450,2287.2
451,2349.2
452,2382.5
453,2362.8
454,2355.0
455,2266.9
456,2284.7
457,2273.7
458,2264.6
459,2271.0
460,2275.2
461,2267.0
462,2279.7
463,2266.0
464,2200.0
465,2157.0
466,2144.2
467,2188.0
468,2101.6
469,2066.0
470,2136.8
471,2089.0
472,2055.4
473,2062.8
474,2094.0
475,2040.1
476,2029.0
477,2053.7
478,2061.3
479,2110.3
480,2162.4
481,2144.8
482,2104.9
483,2066.2
484,2071.0
485,2047.9
486,2055.8
487,2084.6
488,2171.0
489,2161.0
490,2238.8
491,2192.9
492,2205.8
493,2229.4
494,2197.3
495,2189.3
496,2183.3
497,2208.4
498,2197.0
499,2104.6
500,2092.0
501,2100.6
502,2084.5
503,2167.7
504,2222.5
505,2218.2
506,2190.7
507,2202.2
508,2192.3
509,2143.5
510,2143.1
511,2170.7
512,2160.4
513,2111.4
514,2077.8
515,2059.7
516,1922.9
517,1805.6
518,1790.1
519,1852.0
520,1818.3
521,1804.6
522,1868.6
523,1879.6
524,1896.4
525,1943.3
526,1908.8
527,1921.6
528,1929.2
529,1957.2
530,1935.6
531,1924.6
532,1910.6
533,1890.5
534,1902.0
535,1876.6
536,1907.3
537,1935.3
538,1969.9
539,1971.5
540,1995.6
541,1995.2
542,2030.1
543,2031.8
544,2029.5
545,2008.0
546,1988.2
547,2005.9
548,2022.2
549,2024.0
550,2043.0
551,2045.2
552,2070.9
553,2065.1
554,2098.5
555,2084.6
556,2056.9
557,2032.7
558,2030.6
559,2039.2
560,2023.5
561,2025.3
562,2022.1
563,2066.5
564,2060.2
565,2048.0
566,2118.5
567,2150.6
568,2158.1
569,2164.5
570,2120.6
571,2179.2
572,2224.0
573,2276.7
574,2260.3
575,2253.3
576,2232.2
577,2238.0
578,2242.7
579,2277.8
580,2268.8
581,2397.7
582,2337.9
583,2344.1
584,2392.9
585,2377.2
586,2365.9
587,2316.6
588,2294.2
589,2302.6
590,2315.4
591,2307.9
592,2325.6
593,2377.4
594,2366.4
595,2390.4
596,2434.5
597,2408.7
598,2399.6
599,2452.5
600,2480.8
601,2513.7
602,2503.8
603,2477.6
604,2414.6
605,2461.5
606,2533.6
607,2546.2
608,2504.4
609,2494.3
610,2530.9
611,2468.7
612,2411.1
613,2408.6
614,2419.6
615,2420.3
616,2458.8
617,2436.5
618,2414.9
619,2371.3
620,2356.9
621,2362.6
622,2374.8
623,2330.5
624,2308.6
625,2311.8
626,2313.1
627,2298.2
628,2330.2
629,2333.2
630,2382.1
631,2419.9
632,2415.1
633,2439.9
634,2447.9
635,2524.6
636,2508.5
637,2508.6
638,2583.0
639,2535.1
640,2540.3
641,2529.5
642,2500.8
643,2464.4
644,2465.6
645,2498.2
646,2539.4
647,2530.5
648,2553.2
649,2580.0
650,2635.6
651,2660.0
652,2693.6
653,2596.6
654,2599.3
655,2616.8
656,2641.4
657,2606.2
658,2564.1
659,2562.6
660,2491.9
661,2445.4
662,2461.0
663,2454.3
664,2462.1
665,2461.4
666,2448.9
667,2416.8
668,2366.3
669,2406.7
670,2398.3
671,2385.5
672,2398.2
673,2388.5
674,2386.8
675,2383.4
676,2377.8
677,2388.3
678,2388.5
679,2378.8
680,2357.9
681,2284.4
682,2277.0
683,2286.5
684,2310.9
685,2314.9
686,2316.1
687,2304.0
688,2279.3
689,2286.4
690,2264.0
691,2315.9
692,2379.9
693,2365.4
694,2386.1
695,2363.5
696,2351.4
697,2335.9
698,2332.4
699,2368.1
700,2373.4
701,2411.8
702,2381.8
703,2371.5
704,2359.1
705,2382.6
706,2389.5
707,2449.1
708,2486.7
709,2431.1
710,2467.5
711,2477.3
712,2414.1
713,2444.0
714,2512.1
715,2537.5
716,2581.6
717,2610.1
718,2596.6
719,2530.3
720,2625.4
721,2683.9
722,2685.5
723,2699.9
724,2723.8
725,2680.4
726,2622.2
727,2675.7
728,2701.5
729,2695.3
730,2744.2
731,2828.3
732,2859.5
733,2882.9
734,2822.6
735,2747.2
736,2823.4
737,2805.2
738,2791.6
739,2745.2
740,2742.8
741,2733.8
742,2738.2
743,2826.8
744,2876.5
745,2664.4
746,2500.8
747,2507.6
748,2474.9
749,2435.1
750,2583.9
751,2590.1
752,2567.7
753,2551.0
754,2611.2
755,2648.7
756,2588.0
757,2620.1
758,2639.1
759,2660.2
760,2714.0
761,2761.5
762,2699.1
763,2706.7
764,2704.5
765,2719.9
766,2719.0
767,2680.1
768,2683.0
769,2586.1
770,2524.7
771,2541.8
772,2469.1
773,2324.1
774,2256.3
775,2320.9
776,2176.7
777,2211.6
778,2290.6
779,2177.9
780,2241.6
781,2249.5
782,2239.7
783,2173.3
784,2066.5
785,2114.6
786,2211.1
787,2208.8
788,2256.1
789,2231.1
790,2178.8
791,2195.6
792,2174.6
793,2231.8
794,2142.7
795,2114.4
796,2048.3
797,2072.7
798,2164.1
799,2189.8
800,2219.8
801,2175.0
802,2097.8
803,2113.8
804,2084.6
805,2115.5
806,2057.8
807,2041.6
808,2053.7
809,2085.5
810,2107.1
811,2143.2
812,2120.8
813,2151.9
814,2173.0
815,2190.4
816,2137.6
817,2114.9
818,2091.5
819,2085.1
820,2075.3
821,2082.3
822,2075.3
823,2055.8
824,2025.4
825,1986.6
826,1994.3
827,1964.3
828,1996.9
829,1990.3
830,1989.6
831,1955.7
832,2001.5
833,2006.0
834,1990.0
835,1999.8
836,1960.5
837,1951.8
838,1935.7
839,1974.8
840,1933.7
841,1942.8
842,1971.9
843,1951.9
844,1942.4
845,1951.1
846,1953.2
847,1962.8
848,1984.2
849,2048.0
850,2050.3
851,2057.5
852,2068.9
853,2071.8
854,2144.1
855,2164.9
856,2180.0
857,2194.2
858,2241.2
859,2252.8
860,2258.0
861,2299.3
862,2304.3
863,2282.3
864,2259.2
865,2270.3
866,2262.6
867,2266.3
868,2290.6
869,2234.6
870,2293.5
871,2325.7
872,2326.4
873,2304.6
874,2291.3
875,2265.6
876,2247.8
877,2262.3
878,2271.5
879,2353.3
880,2444.3
881,2445.1
882,2431.4
883,2439.2
884,2450.5
885,2461.0
886,2389.8
887,2366.6
888,2280.1
889,2264.7
890,2245.1
891,2236.0
892,2231.8
893,2217.3
894,2186.3
895,2165.6
896,2130.5
897,2168.9
898,2185.9
899,2193.3
900,2189.6
901,2215.4
902,2229.5
903,2237.5
904,2301.2
905,2312.4
906,2301.3
907,2296.4
908,2279.5
909,2271.0
910,2276.4
911,2249.7
912,2308.7
913,2321.2
914,2305.2
915,2252.8
916,2263.9
917,2304.2
918,2219.1
919,2227.4
920,2232.8
921,2190.5
922,2233.5
923,2193.8
924,2222.4
925,2217.0
926,2216.5
927,2238.0
928,2232.2
929,2222.8
930,2217.1
931,2200.4
932,2218.9
933,2221.3
934,2212.7
935,2236.4
936,2252.1
937,2248.0
938,2222.6
939,2235.9
940,2275.3
941,2285.2
942,2332.7
943,2378.5
944,2357.2
945,2317.5
946,2291.8
947,2265.7
948,2250.4
949,2278.1
950,2234.4
951,2265.4
952,2305.5
953,2308.5
954,2303.3
955,2270.1
956,2241.2
957,2185.8
958,2179.2
959,2184.9
960,2174.5
961,2185.2
962,2219.6
963,2217.7
964,2230.7
965,2237.4
966,2242.5
967,2270.5
968,2257.8
969,2246.6
970,2240.3
971,2250.3
972,2248.3
973,2246.4
974,2261.5
975,2230.7
976,2239.0
977,2249.5
978,2247.7
979,2250.6
980,2278.7
981,2284.2
982,2337.6
983,2344.7
984,2357.8
985,2322.2
986,2350.5
987,2297.8
988,2298.4
989,2301.3
990,2292.7
991,2285.6
992,2242.7
993,2218.3
994,2205.2
995,2197.3
996,2240.4
997,2227.4
998,2237.6
999,2203.1
1000,2212.3
1001,2166.3
1002,2154.8
1003,2153.7
1004,2178.8
1005,2168.8
1006,2162.4
1007,2141.9
1008,2134.6
1009,2125.6
1010,2119.4
1011,2103.9
1012,2115.1
1013,2111.1
1014,2052.1
1015,1977.7
1016,1959.5
1017,1947.4
1018,1953.1
1019,1957.3
1020,2005.3
1021,2014.2
1022,1997.1
1023,2050.0
1024,2083.3
1025,2099.4
1026,2106.2
1027,2108.4
1028,2132.7
1029,2138.7
1030,2132.9
1031,2142.2
1032,2161.1
1033,2164.0
1034,2212.5
1035,2188.4
1036,2181.3
1037,2154.8
1038,2184.0
1039,2214.0
1040,2181.2
1041,2205.2
1042,2200.4
1043,2221.7
1044,2230.3
1045,2254.2
1046,2225.1
1047,2253.6
1048,2267.3
1049,2276.2
1050,2227.5
1051,2250.6
1052,2284.0
1053,2313.9
1054,2333.0
1055,2326.1
1056,2339.3
1057,2341.1
1058,2338.0
1059,2330.0
1060,2308.8
1061,2358.7
1062,2374.8
1063,2324.0
1064,2288.7
1065,2324.3
1066,2280.4
1067,2274.1
1068,2319.7
1069,2298.5
1070,2294.6
1071,2314.7
1072,2314.7
1073,2313.9
1074,2295.7
1075,2323.9
1076,2338.6
1077,2354.5
1078,2358.7
1079,2355.4
1080,2364.4
1081,2328.1
1082,2460.0
1083,2425.9
1084,2397.4
1085,2357.5
1086,2359.2
1087,2353.7
1088,2337.0
1089,2356.7
1090,2342.6
1091,2334.7
1092,2342.6
1093,2288.1
1094,2308.0
1095,2309.7
1096,2298.9
1097,2335.1
1098,2279.6
1099,2250.2
1100,2250.0
1101,2246.5
1102,2214.8
1103,2231.8
1104,2237.1
1105,2183.8
1106,2150.9
1107,2152.4
1108,2111.8
1109,2116.9
1110,2082.2
1111,2048.1
1112,2086.3
1113,2076.2
1114,2079.7
1115,2066.6
1116,2043.0
1117,2071.8
1118,2056.2
1119,2050.8
1120,2060.9
1121,2036.9
1122,2050.9
1123,2057.3
1124,2014.4
1125,2003.3
1126,1989.8
1127,1981.3
1128,1983.3
1129,1974.6
1130,2021.9
1131,2077.7
1132,2103.8
1133,2101.6
1134,2094.5
1135,2064.3
1136,2082.8
1137,2088.3
1138,2076.6
1139,2058.8
1140,2036.5
1141,2030.4
1142,1997.2
1143,1997.8
1144,1950.7
1145,1959.2
1146,1968.6
1147,1951.5
1148,1915.3
1149,1937.1
1150,1967.1
1151,1997.3
1152,2021.4
1153,2023.4
1154,2060.5
1155,2054.0
1156,2087.7
1157,2088.0
1158,2074.5
1159,2147.8
1160,2150.8
1161,2177.9
1162,2201.0
1163,2181.5
1164,2174.4
1165,2165.7
1166,2199.9
1167,2186.0
1168,2150.0
1169,2159.5
1170,2208.3
1171,2230.9
1172,2235.0
1173,2255.1
1174,2239.1
1175,2279.5
1176,2313.5
1177,2351.4
1178,2362.6
1179,2310.4
1180,2318.3
1181,2276.1
1182,2271.0
1183,2271.3
1184,2303.9
1185,2395.6
1186,2477.0
1187,2482.4
1188,2514.3
1189,2488.1
1190,2542.5
1191,2513.0
1192,2526.5
1193,2532.4
1194,2514.4
1195,2454.8
1196,2474.6
1197,2562.1
1198,2586.4
1199,2610.4
1200,2608.2
1201,2668.2
1202,2690.5
1203,2650.7
1204,2674.9
1205,2563.4
1206,2623.2
1207,2590.3
1208,2528.0
1209,2588.5
1210,2625.4
1211,2631.1
1212,2648.8
1213,2646.9
1214,2631.0
1215,2638.0
1216,2629.1
1217,2737.3
1218,2839.9
1219,2820.3
1220,2783.3
1221,2769.6
1222,2755.7
1223,2705.4
1224,2747.4
1225,2724.2
1226,2755.7
1227,2746.8
1228,2715.8
1229,2681.6
1230,2678.6
1231,2751.7
1232,2771.1
1233,2750.3
1234,2823.4
1235,2788.6
1236,2767.0
1237,2820.9
1238,2798.1
1239,2822.2
1240,2806.3
1241,2799.8
1242,2777.0
1243,2727.7
1244,2712.2
1245,2688.3
1246,2684.4
1247,2679.9
1248,2640.4
1249,2594.9
1250,2597.0
1251,2582.5
1252,2601.1
1253,2594.2
1254,2624.2
1255,2601.7
1256,2661.2
1257,2630.8
1258,2633.7
1259,2633.8
1260,2717.1
1261,2729.6
1262,2708.4
1263,2705.2
1264,2746.6
1265,2776.7
1266,2935.8
1267,2878.2
1268,2918.0
1269,2955.7
1270,2943.4
1271,3044.6
1272,3076.0
1273,3192.3
1274,3190.9
1275,3130.3
1276,3130.8
1277,3208.1
1278,3244.7
1279,3261.5
1280,3185.6
1281,3317.8
1282,3233.5
1283,3247.9
1284,3188.1
1285,3118.0
1286,3112.0
1287,2997.6
1288,3024.6
1289,3025.0
1290,3062.7
1291,2906.7
1292,2861.9
1293,2971.9
1294,3051.9
1295,3067.7
1296,2940.0
1297,2971.9
1298,3002.6
1299,3039.5
1300,2906.3
1301,2961.6
1302,2922.2
1303,2796.3
1304,2869.1
1305,2909.4
1306,2921.6
1307,2987.8
1308,2963.0
1309,3097.3
1310,3160.5
1311,3001.2
1312,2892.4
1313,2972.2
1314,3029.9
1315,3064.5
1316,3119.9
1317,3154.1
1318,3197.2
1319,3196.6
1320,3243.3
1321,3151.2
1322,3136.2
1323,3056.0
1324,3100.8
1325,3050.9
1326,3054.0
1327,3029.1
1328,2969.4
1329,2835.2
1330,2830.9
1331,2827.9
1332,2939.6
1333,2931.6
1334,2944.6
1335,2971.7
1336,2898.1
1337,2961.2
1338,2964.6
1339,2938.7
1340,2925.7
1341,2942.0
1342,2894.7
1343,2859.5
1344,2818.3
1345,2857.2
1346,2929.4
1347,2958.5
1348,2921.2
1349,2933.9
1350,2910.1
1351,2986.5
1352,3032.5
1353,2997.5
1354,2867.3
1355,2941.2
1356,2930.5
1357,2918.2
1358,2894.1
1359,2824.3
1360,2839.8
1361,2898.3
1362,2876.2
1363,2885.9
1364,3011.3
1365,2991.9
1366,2989.9
1367,3008.0
1368,2996.5
1369,2906.3
1370,2941.0
1371,2954.2
1372,2988.8
1373,3120.0
1374,3177.5
1375,3153.4
1376,3195.1
1377,3174.9
1378,3181.0
1379,3152.6
1380,3179.2
1381,3148.8
1382,3149.8
1383,3225.0
1384,3206.8
1385,3148.6
1386,3214.7
1387,3229.3
1388,3235.9
1389,3259.3
1390,3324.0
1391,3317.7
1392,3339.9
1393,3335.9
1394,3296.3
1395,3268.3
1396,3244.4
1397,3263.4
1398,3280.3
1399,3296.0
1400,3217.7
1401,3226.0
1402,3173.4
1403,3117.0
1404,3140.1
1405,3119.4
1406,3194.3
1407,3308.0
1408,3326.4
1409,3331.6
1410,3270.9
1411,3269.3
1412,3242.4
1413,3275.3
1414,3296.6
1415,3293.6
1416,3278.2
1417,3199.9
1418,3171.7
1419,3193.8
1420,3203.1
1421,3246.6
1422,3309.3
1423,3297.4
1424,3353.4
1425,3333.4
1426,3338.6
1427,3423.9
1428,3384.7
1429,3464.7
1430,3462.0
1431,3490.9
1432,3391.0
1433,3297.5
1434,3308.1
1435,3325.6
1436,3408.1
1437,3433.6
1438,3338.4
1439,3387.7
1440,3348.5
1441,3348.3
1442,3470.9
1443,3459.3
1444,3456.5
1445,3543.0
1446,3556.4
1447,3562.1
1448,3503.5
1449,3440.6
1450,3422.6
1451,3348.1
1452,3264.8
1453,3344.2
1454,3256.0
1455,3323.7
1456,3323.8
1457,3279.6
1458,3293.6
1459,3283.5
1460,3394.3
1461,3338.9
1462,3316.3
1463,3281.1
1464,3255.7
1465,3239.2
1466,3260.7
1467,3284.4
1468,3294.4
1469,3282.8
1470,3283.4
1471,3312.8
1472,3347.3
1473,3340.8
1474,3351.6
1475,3344.8
1476,3372.6
1477,3366.6
1478,3356.8
1479,3359.4
1480,3355.3
1481,3343.5
1482,3392.2
1483,3349.4
1484,3346.9
1485,3217.4
1486,3236.8
1487,3069.0
1488,3095.4
1489,3113.8
1490,3212.8
1491,3203.4
1492,3188.4
1493,3184.2
1494,3095.6
1495,3150.4
1496,3187.1
1497,3212.8
1498,3184.5
1499,3172.2
1500,3217.7
1501,3251.8
1502,3268.3
1503,3238.6
1504,3249.4
1505,3290.0
1506,3290.1
1507,3279.6
1508,3289.5
1509,3310.1
1510,3319.9
1511,3382.8
1512,3339.6
1513,3300.9
1514,3298.8
1515,3269.4
1516,3338.8
1517,3267.4
1518,3289.2
1519,3219.8
1520,3281.8
1521,3328.1
1522,3354.1
1523,3312.4
1524,3323.7
1525,3284.0
1526,3230.0
1527,3231.2
1528,3244.3
1529,3221.4
1530,3321.3
1531,3348.1
1532,3325.7
1533,3294.7
1534,3342.3
1535,3309.8
1536,3345.6
1537,3332.4
1538,3330.0
1539,3358.3
1540,3353.6
1541,3383.1
1542,3411.7
1543,3401.7
1544,3372.1
1545,3339.6
1546,3397.5
1547,3392.8
1548,3372.7
1549,3370.4
1550,3321.2
1551,3264.5
1552,3294.9
1553,3311.9
1554,3311.8
1555,3296.9
1556,3321.7
1557,3343.9
1558,3361.8
1559,3388.6
1560,3373.6
1561,3367.2
1562,3447.7
1563,3502.5
1564,3551.6
1565,3579.5
1566,3581.1
1567,3561.0
1568,3585.9
1569,3535.7
1570,3565.2
1571,3620.9
1572,3755.5
1573,3821.2
1574,3774.7
1575,3717.4
1576,3671.3
1577,3677.2
1578,3705.6
1579,3696.3
1580,3702.5
1581,3774.6
1582,3796.5
1583,3809.2
1584,3792.2
1585,3797.3
1586,3766.9
1587,3731.9
1588,3611.6
1589,3590.2
1590,3710.3
1591,3541.7
1592,3516.2
1593,3535.4
1594,3502.6
1595,3548.7
1596,3699.0
1597,3743.5
1598,3585.3
1599,3653.0
1600,3690.3
1601,3533.7
1602,3313.5
1603,3185.6
1604,3348.6
1605,3467.0
1606,3517.0
1607,3572.7
1608,3556.0
1609,3578.9
1610,3557.1
1611,3482.3
1612,3588.2
1613,3749.3
1614,3668.7
1615,3678.9
1616,3739.4
1617,3692.6
1618,3648.8
1619,3664.8
1620,3665.7
1621,3652.2
1622,3773.0
1623,3808.4
1624,3773.5
1625,3905.2
1626,3898.6
1627,4015.3
1628,4015.0
1629,4018.6
1630,4237.1
1631,4255.6
1632,4263.4
1633,4359.8
1634,4362.9
1635,4419.9
1636,4268.6
1637,4372.0
1638,4408.2
1639,4335.8
1640,4324.4
1641,4458.5
1642,4328.0
1643,4289.9
1644,4363.2
1645,4253.8
1646,4282.5
1647,4257.4
1648,4106.8
1649,4049.9
1650,4090.1
1651,4145.4
1652,4127.9
1653,4222.4
1654,4170.4
1655,4056.2
1656,3976.0
1657,3831.4
1658,3913.9
1659,4008.3
1660,3986.8
1661,3897.1
1662,3923.9
1663,3802.1
1664,3790.4
1665,3975.0
1666,4021.8
1667,3952.7
1668,3870.4
1669,3868.5
1670,3747.3
1671,3555.8
1672,3607.2
1673,3534.2
1674,3494.0
1675,3656.2
1676,3775.0
1677,3728.4
1678,3773.5
1679,3799.8
1680,3815.9
1681,3803.8
1682,3693.8
1683,3759.4
1684,3683.1
1685,3530.0
1686,3624.9
1687,3444.8
1688,3423.4
1689,3576.8
1690,3532.2
1691,3505.4
1692,3658.2
1693,3666.7
1694,3731.4
1695,3799.9
1696,3907.9
1697,3810.7
1698,3846.6
1699,3936.7
1700,3915.0
1701,4012.0
1702,4013.0
1703,3998.9
1704,3935.0
1705,4154.9
1706,4354.8
1707,4151.5
1708,4042.9
1709,4148.5
1710,3808.7
1711,3749.9
1712,3853.8
1713,3909.8
1714,3725.1
1715,3709.8
1716,3688.5
1717,3732.0
1718,3949.1
1719,3940.5
1720,3966.4
1721,3968.8
1722,4007.7
1723,4000.7
1724,3990.6
1725,3978.2
1726,4017.2
1727,4109.8
1728,4080.3
1729,4229.3
1730,4151.2
1731,4262.4
1732,4300.4
1733,4504.6
1734,4467.8
1735,4605.9
1736,4583.6
1737,4585.8
1738,4539.3
1739,4750.3
1740,4830.8
1741,4813.3
1742,4594.8
1743,4420.7
1744,4608.5
1745,4515.8
1746,4367.1
1747,4405.6
1748,4364.2
1749,4394.8
1750,4455.2
1751,4580.3
1752,5050.1
1753,4897.6
1754,4916.5
1755,4789.5
1756,4825.6
1757,4721.7
1758,4556.4
1759,4594.5
1760,4487.4
1761,4495.4
1762,4680.7
1763,4722.8
1764,4784.3
1765,4875.0
1766,4938.8
1767,4915.0
1768,4956.6
1769,5063.8
1770,4903.5
1771,4900.3
1772,4931.8
1773,4834.7
1774,4830.7
1775,4838.8
1776,4780.0
1777,4871.1
1778,4785.9
1779,4749.4
1780,4778.7
1781,4779.5
1782,4709.4
1783,4606.9
1784,4708.5
1785,4625.4
1786,4641.6
1787,4597.2
1788,4708.1
1789,4708.5
1790,4833.7
1791,4822.3
1792,4926.5
1793,4696.3
1794,4677.6
1795,4668.2
1796,4609.6
1797,4589.3
1798,4498.2
1799,4549.3
1800,4461.3
1801,4627.3
1802,4552.2
1803,4578.3
1804,4613.2
1805,4588.5
1806,4486.7
1807,4402.9
1808,4387.4
1809,4265.7
1810,4326.4
1811,4352.2
1812,4378.2
1813,4396.4
1814,4217.8
1815,4084.6
1816,4140.8
1817,4035.1
1818,4022.0
1819,3995.5
1820,3854.6
1821,3849.4
1822,3760.1
1823,3768.1
1824,3801.4
1825,3825.3
1826,3731.9
1827,3780.2
1828,3903.6
1829,3972.3
1830,3908.5
1831,3707.4
1832,3666.3
1833,3783.6
1834,3651.4
1835,3809.3
1836,3808.7
1837,3965.9
1838,4064.8
1839,3982.5
1840,3990.8
1841,3930.6
1842,3936.8
1843,3896.5
1844,3911.7
1845,3947.8
1846,3806.5
1847,3843.9
1848,3902.3
1849,3983.5
1850,4071.9
1851,4017.0
1852,4021.0
1853,4041.2
1854,3949.2
1855,3789.3
1856,3765.3
1857,3805.7
1858,3702.1
1859,3654.7
1860,3815.0
1861,3755.0
1862,3804.2
1863,3800.8
1864,3827.5
1865,3824.7
1866,3669.7
1867,3509.0
1868,3474.9
1869,3713.7
1870,3589.6
1871,3542.0
1872,3320.1
1873,3350.2
